id	name	formula	rt	smiles.std	inchi.std	inchikey.std	classyfire.kingdom	classyfire.superclass	classyfire.class	classyfire.subclass	classyfire.level5	classyfire.level6	comment
draft_79318_00001	1-(2-butylphenyl)ethanone	C12H16O	10.34	CCCCC1=CC=CC=C1C(=O)C	InChI=1S/C12H16O/c1-3-4-7-11-8-5-6-9-12(11)10(2)13/h5-6,8-9H,3-4,7H2,1-2H3	PLPLNIPMXUXDTF-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organic oxygen compounds (CHEMONTID:0004603)	Organooxygen compounds (CHEMONTID:0000323)	Carbonyl compounds (CHEMONTID:0001831)	Ketones (CHEMONTID:0000118)	Aryl ketones (CHEMONTID:0003670)	
draft_79318_00002	1-(oxan-2-yl)pyrazole	C8H12N2O	10.48	C1CCOC(C1)N2C=CC=N2	InChI=1S/C8H12N2O/c1-2-7-11-8(4-1)10-6-3-5-9-10/h3,5-6,8H,1-2,4,7H2	IMZWSOSYNFVECD-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Oxanes (CHEMONTID:0002012)	NA (NA)	NA (NA)	NA (NA)	
draft_79318_00003	1-butylpyrrolidine	C8H17N	2.17	CCCCN1CCCC1	InChI=1S/C8H17N/c1-2-3-6-9-7-4-5-8-9/h2-8H2,1H3	JSHASCFKOSDFHY-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Pyrrolidines (CHEMONTID:0000218)	N-alkylpyrrolidines (CHEMONTID:0003449)	NA (NA)	NA (NA)	
draft_79318_00004	1-ethylpiperidin-3-one	C7H13NO	3.16	CCN1CCCC(=O)C1	InChI=1S/C7H13NO/c1-2-8-5-3-4-7(9)6-8/h2-6H2,1H3	UDMMJJYIAHHNQA-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	Piperidinones (CHEMONTID:0001581)	NA (NA)	NA (NA)	
draft_79318_00005	1-phenylpyrrolidine	C10H13N	0.39	C1CCN(C1)C2=CC=CC=C2	InChI=1S/C10H13N/c1-2-6-10(7-3-1)11-8-4-5-9-11/h1-3,6-7H,4-5,8-9H2	VDQQJMHXZCMNMU-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Pyrrolidines (CHEMONTID:0000218)	Phenylpyrrolidines (CHEMONTID:0002336)	NA (NA)	NA (NA)	
draft_79318_00006	1-piperidinebutyronitrile	C9H16N2	2.89	C1CCN(CC1)CCCC#N	InChI=1S/C9H16N2/c10-6-2-5-9-11-7-3-1-4-8-11/h1-5,7-9H2	CVROVTGNNDIZNS-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Piperidines (CHEMONTID:0000195)	NA (NA)	NA (NA)	NA (NA)	
draft_79318_00007	1,4-dimethylnaphthalene	C12H12	0.56	CC1=CC=C(C2=CC=CC=C12)C	InChI=1S/C12H12/c1-9-7-8-10(2)12-6-4-3-5-11(9)12/h3-8H,1-2H3	APQSQLNWAIULLK-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Naphthalenes (CHEMONTID:0000023)	NA (NA)	NA (NA)	NA (NA)	
draft_79318_00008	1,5-dimethylnaphthalene	C12H12	0.58	CC1=C2C=CC=C(C2=CC=C1)C	InChI=1S/C12H12/c1-9-5-3-8-12-10(2)6-4-7-11(9)12/h3-8H,1-2H3	SDDBCEWUYXVGCQ-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Naphthalenes (CHEMONTID:0000023)	NA (NA)	NA (NA)	NA (NA)	
draft_79318_00009	1,8-diaminonaphthalene	C10H10N2	0.44	C1=CC2=C(C(=C1)N)C(=CC=C2)N	InChI=1S/C10H10N2/c11-8-5-1-3-7-4-2-6-9(12)10(7)8/h1-6H,11-12H2	YFOOEYJGMMJJLS-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Naphthalenes (CHEMONTID:0000023)	NA (NA)	NA (NA)	NA (NA)	
draft_79318_00010	2-amino-4'-methylbenzophenone	C14H13NO	0.39	CC1=CC=C(C=C1)C(=O)C2=CC=CC=C2N	InChI=1S/C14H13NO/c1-10-6-8-11(9-7-10)14(16)12-4-2-3-5-13(12)15/h2-9H,15H2,1H3	RMMJUQSANCPTMV-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Benzophenones (CHEMONTID:0000120)	NA (NA)	NA (NA)	
draft_79318_00011	2-aminonaphthalene	C10H9N	0.46	C1=CC=C2C=C(C=CC2=C1)N	InChI=1S/C10H9N/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,11H2	JBIJLHTVPXGSAM-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Naphthalenes (CHEMONTID:0000023)	NA (NA)	NA (NA)	NA (NA)	
draft_79318_00012	2-butene-1,4-diol diacetate	C8H12O4	0.4	CC(=O)OCC=CCOC(=O)C	InChI=1S/C8H12O4/c1-7(9)11-5-3-4-6-12-8(2)10/h3-4H,5-6H2,1-2H3	VZUAUHWZIKOMFC-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organic acids and derivatives (CHEMONTID:0000264)	Carboxylic acids and derivatives (CHEMONTID:0000265)	Dicarboxylic acids and derivatives (CHEMONTID:0000346)	NA (NA)	NA (NA)	
draft_79318_00013	2-chlorobenzothiazole	C7H4ClNS	1.7	C1=CC=C2C(=C1)N=C(S2)Cl	InChI=1S/C7H4ClNS/c8-7-9-5-3-1-2-4-6(5)10-7/h1-4H	BSQLQMLFTHJVKS-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Benzothiazoles (CHEMONTID:0000311)	NA (NA)	NA (NA)	NA (NA)	
draft_79318_00014	2-heptan-3-yl-1,3-dioxolane	C10H20O2	0.42	CCCCC(CC)C1OCCO1	InChI=1S/C10H20O2/c1-3-5-6-9(4-2)10-11-7-8-12-10/h9-10H,3-8H2,1-2H3	LQSZQAHPRJMRET-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Dioxolanes (CHEMONTID:0000105)	1,3-dioxolanes (CHEMONTID:0001316)	NA (NA)	NA (NA)	
draft_79318_00015	2-hydroxy-4-methoxybenzophenone	C14H12O3	0.4	COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O	InChI=1S/C14H12O3/c1-17-11-7-8-12(13(15)9-11)14(16)10-5-3-2-4-6-10/h2-9,15H,1H3	DXGLGDHPHMLXJC-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Benzophenones (CHEMONTID:0000120)	NA (NA)	NA (NA)	
draft_79318_00016	5,5-dimethyl-2-propan-2-yl-1,3-dioxane	C9H18O2	0.37	CC(C)C1OCC(CO1)(C)C	InChI=1S/C9H18O2/c1-7(2)8-10-5-9(3,4)6-11-8/h7-8H,5-6H2,1-4H3	AWSZUOKHFRWQFK-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Dioxanes (CHEMONTID:0000368)	1,3-dioxanes (CHEMONTID:0001314)	NA (NA)	NA (NA)	
draft_79318_00017	2-methylfuran	C5H6O	2.31	CC1=CC=CO1	InChI=1S/C5H6O/c1-5-3-2-4-6-5/h2-4H,1H3	VQKFNUFAXTZWDK-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Heteroaromatic compounds (CHEMONTID:0004144)	NA (NA)	NA (NA)	NA (NA)	
draft_79318_00018	2-phenoxy ethanol	C8H10O2	0.56	C1=CC=C(C=C1)OCCO	InChI=1S/C8H10O2/c9-6-7-10-8-4-2-1-3-5-8/h1-5,9H,6-7H2	QCDWFXQBSFUVSP-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Phenol ethers (CHEMONTID:0002341)	NA (NA)	NA (NA)	NA (NA)	
draft_79318_00019	2-(2-hydroxypropan-2-yloxy)propan-2-ol	C6H14O3	0.5	CC(C)(O)OC(C)(C)O	InChI=1S/C6H14O3/c1-5(2,7)9-6(3,4)8/h7-8H,1-4H3	PRHCBRXAHBBRKA-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organic oxygen compounds (CHEMONTID:0004603)	Organooxygen compounds (CHEMONTID:0000323)	Ethers (CHEMONTID:0000254)	Hemiacetals (CHEMONTID:0001092)	Hemiketals (CHEMONTID:0002539)	
draft_79318_00020	2,3'-bipyridine	C10H8N2	0.42	C1=CC=NC(=C1)C2=CN=CC=C2	InChI=1S/C10H8N2/c1-2-7-12-10(5-1)9-4-3-6-11-8-9/h1-8H	VEKIYFGCEAJDDT-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Pyridines and derivatives (CHEMONTID:0000089)	Bipyridines and oligopyridines (CHEMONTID:0000326)	NA (NA)	NA (NA)	
draft_79318_00021	2-(2,4-dichlorophenoxy)acetic acid	C8H6Cl2O3	1.11	C1=CC(=C(C=C1Cl)Cl)OCC(=O)O	InChI=1S/C8H6Cl2O3/c9-5-1-2-7(6(10)3-5)13-4-8(11)12/h1-3H,4H2,(H,11,12)	OVSKIKFHRZPJSS-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Benzene and substituted derivatives (CHEMONTID:0002279)	Phenoxyacetic acid derivatives (CHEMONTID:0000417)	Chlorophenoxyacetates (CHEMONTID:0004525)	NA (NA)	
draft_79318_00022	(4-methylphenyl) (2E,4E)-hexa-2,4-dienoate	C13H14O2	0.39	CC=CC=CC(=O)OC1=CC=C(C=C1)C	InChI=1S/C13H14O2/c1-3-4-5-6-13(14)15-12-9-7-11(2)8-10-12/h3-10H,1-2H3	PHJBAQCHWVWSDF-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Phenol esters (CHEMONTID:0002319)	NA (NA)	NA (NA)	NA (NA)	
draft_79318_00023	2,4,6-tribromophenol	C6H3Br3O	2.96	C1=C(C=C(C(=C1Br)O)Br)Br	InChI=1S/C6H3Br3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H	BSWWXRFVMJHFBN-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Benzenoids (CHEMONTID:0002448)	Phenols (CHEMONTID:0000134)	Halophenols (CHEMONTID:0002320)	Bromophenols (CHEMONTID:0002764)	P-bromophenols (CHEMONTID:0002769)	
draft_79318_00024	2,5-dimethylfuran	C6H8O	1.59	CC1=CC=C(O1)C	InChI=1S/C6H8O/c1-5-3-4-6(2)7-5/h3-4H,1-2H3	GSNUFIFRDBKVIE-UHFFFAOYSA-N	Organic compounds (CHEMONTID:0000000)	Organoheterocyclic compounds (CHEMONTID:0000002)	Heteroaromatic compounds (CHEMONTID:0004144)	NA (NA)	NA (NA)	NA (NA)	
